plot,counter,date,individual,treatment,species,climate,height,capsule size,seedcapsule,seed_count,status,viable,sample,status_paperbag,organzabag_size,first seedcap,herbivory,comment,entered,labmeeting,,
7_2,Garp,09.08.2019,C2,control,Dia_car,future,14,1.2,2,54,ripe_capsule,22,single,open,,,0,,4248,,,
7_2,Garp,09.08.2019,C2,control,Dia_car,future,11.5,1.2,7,49,ripe_capsule,32,single,open,,,0,,4372,,,
7_2,Garp,09.08.2019,C2,control,Dia_car,future,14,1.4,4,71,ripe_capsule,39,single,open,,,0,,4246,,,
7_2,Garp,09.08.2019,C2,control,Dia_car,future,17,1.5,3,69,ripe_capsule,23,single,open,,,0,,4247,,,
7_2,Julia,10.10.2019,C2,control,Dia_car,future,16,1,1,5,herbivory,0,single,open,,,1,herbivory,2496,,,
7_2,Garp,12.08.2019,C2,control,Dia_car,future,14.5,1.1,1,61,ripe_capsule,36,single,open,,,0,,4196,,,
7_2,Martin,12.08.2019,C2,control,Dia_car,future,15,1.1,2,58,unripe,35,single,open,,,0,to early,2860,,,
7_2,Andreas,13.09.2019,C2,control,Dia_car,future,12,1.2,4,59,unripe,25,,open,,,0,,,,,
7_2,Andreas,13.09.2019,C2,control,Dia_car,future,12,1.3,5,46,unripe,6,,open,,,0,"offen, 24 unripe smaller",,,,
7_2,Andreas,13.09.2019,C2,control,Dia_car,future,12,1.4,6,76,unripe,47,,open,,,0,14 unripe smaller,,,,
7_2,Christian,13.09.2019,C2,control,Dia_car,future,15,1.1,8,57,open,19,single,open,,,0,,873,,,
7_2,Christian,13.09.2019,C2,control,Dia_car,future,15,1.5,10,0,open,0,single,open,,,1,herbivory,875,,,
6_3,Christian,26.07.2019,S2,supplement,Dia_car,future,17,1.3,1,68,ripe_capsule,51,single,open,,,0,,595,,,
10_2,Christian,02.08.2019,S3,supplement,Dia_car,ambient,,1.5,1,65,ripe_capsule,59,single,open,,,0,,714,,,
6_3,Christian,02.08.2019,S3,supplement,Dia_car,future,5,1,4,72,ripe_capsule,28,single,open,,,0,,639,,,
6_3,Christian,02.08.2019,S3,supplement,Dia_car,future,12.5,1,9,77,ripe_capsule,32,single,open,,,0,,640,,,
6_3,Christian,02.08.2019,S3,supplement,Dia_car,future,4,1.1,3,111,ripe_capsule,30,single,open,,,0,,638,,,
6_3,Christian,12.08.2019,S3,supplement,Dia_car,future,13,1.1,2,114,ripe_capsule,33,single,ripe_capsule,,,0,,767,,,
2_5,Martin,07.06.2019,S4,supplement,Dia_car,future,21,1,3,64,ripe_capsule,12,single,ripe_capsule,,,0,,84,,,
2_5,Martin,07.06.2019,S4,supplement,Dia_car,future,17,1.1,2,43,ripe_capsule,17,single,ripe_capsule,,,0,,80,,,
7_2,Martin,24.07.2019,C2,control,Dia_car,future,6,1.2,1,20,open,14,single,open,,,0,,221,,,
5_5,Julia,07.10.2019,S3,supplement,Dia_car,ambient,13,1.2,2,84,ripe_capsule,15,single,open,,,0,,3012,,,
5_5,Julia,16.08.2019,S3,supplement,Dia_car,ambient,21,1.5,4,70,ripe_capsule,24,single,open,,,0,,2160,,,
6_3,Julia,20.08.2019,S3,supplement,Dia_car,future,12,1.2,2,68,ripe_capsule,14,single,open,,,0,,2192,,,
6_3,Julia,20.08.2019,S3,supplement,Dia_car,future,6,1.3,5,72,ripe_capsule,18,single,open,,,0,,2189,,,
7_2,Julia,24.08.2019,C2,control,Dia_car,future,13,1.3,2,53,unripe,28,single,open,,,0,,3019,,,
6_3,Christian,12.08.2019,S3,supplement,Dia_car,future,11,1.1,3,94,ripe_capsule,44,single,open,,,0,seeds clumped together,768,,,
6_3,Christian,12.08.2019,S3,supplement,Dia_car,future,10,1.2,4,81,ripe_capsule,23,single,open,,,0,,769,,,
9_1,Christian,02.08.2019,S3,supplement,Dia_car,future,6,1.4,1,58,ripe_capsule,28,single,open,,,0,,666,,,
10_2,Christian,02.08.2019,S4,supplement,Dia_car,ambient,13,1.5,1,44,ripe_capsule,16,single,open,,,0,,713,,,
10_2,Christian,05.08.2019,S4,supplement,Dia_car,ambient,13,0.8,1,32,ripe_capsule,6,single,open,,,0,,395,,,
10_2,Christian,16.09.2019,S4,supplement,Dia_car,ambient,16,1.2,2,53,ripe_capsule,18,single,open,,,0,,836,,,
10_2,Christian,16.09.2019,S4,supplement,Dia_car,ambient,9.5,1.5,1,66,ripe_capsule,31,single,open,,,0,,835,,,
2_5,Christian,02.08.2019,S4,supplement,Dia_car,future,15,1,2,87,ripe_capsule,26,single,open,,,0,,625,,,
2_5,Christian,02.08.2019,S4,supplement,Dia_car,future,15,1,3,86,ripe_capsule,34,single,open,,,0,,626,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,17,1.2,9,62,ripe_capsule,32,single,open,,,0,,1195,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,11.5,1.3,3,71,ripe_capsule,40,single,open,,,0,,1201,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,9,1.3,2,60,ripe_capsule,40,single,open,,,0,,1202,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,5,1.4,6,74,ripe_capsule,38,single,open,,,0,,1198,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,11,1.4,4,72,ripe_capsule,45,single,open,,,0,,1200,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,12,,8,82,ripe_capsule,46,single,open,,,0,,1196,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,7,,7,52,ripe_capsule,37,single,open,,,0,,1197,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,11,,5,73,ripe_capsule,53,single,open,,,0,,1199,,,
7_2,Garp,26.07.2019,C2,control,Dia_car,future,13,,1,68,ripe_capsule,62,single,open,,,0,,1203,,,
7_2,Jared,26.09.2019,C2,control,Dia_car,future,12.5,1.3,,62,unripe,2,single,open,,,0,,1665,,,
2_5,Martin,07.06.2019,S4,supplement,Dia_car,future,17,1.2,1,60,ripe_capsule,22,single,ripe_capsule,,,0,,79,,,
2_5,Martin,07.06.2019,S4,supplement,Dia_car,future,14.5,1.3,3,49,ripe_capsule,17,single,ripe_capsule,,,0,,81,,,
2_5,Martin,17.10.2019,S4,supplement,Dia_car,future,10,1.2,6,52,ripe_capsule,26,single,open,,,0,,359,,,
2_5,Martin,17.10.2019,S4,supplement,Dia_car,future,16,1.3,2,41,ripe_capsule,26,single,open,,,0,,358,,,
7_2,Martin,29.08.2019,C2,control,Dia_car,future,14,0.9,1,45,open,10,single,open,,,0,colour,582,,,
7_2,Julia,07.10.2019,C3,control,Dia_car,future,12,1.2,1,50,unripe,24,single,open,,,0,,2701,,,
7_2,Julia,07.10.2019,C3,control,Dia_car,future,12,1.3,2,61,unripe,16,single,open,,,0,,2700,,,
7_2,Lea,07.11.2019,C3,control,Dia_car,future,9,1.6,1,52,open,33,single,open,,,0,,2375,,,
7_2,Lea,07.11.2019,C3,control,Dia_car,future,9,,2,44,open,0,single,open,,,0,,2380,,,
7_2,Sanne,07.11.2019,C3,control,Dia_car,future,9,1,3,1,open,1,single,open,,,0,,2442,,,
7_2,Andreas,09.08.2019,C3,control,Dia_car,future,10,1.2,2,230,unripe,50,,open,,,0,,,,,
7_2,Andreas,09.08.2019,C3,control,Dia_car,future,15.5,1.5,1,32,unripe,4,,open,,,0,,,,,
7_2,Garp,09.08.2019,C3,control,Dia_car,future,11,1.5,3,70,ripe_capsule,35,single,open,,,0,,4253,,,
7_2,Garp,12.08.2019,C3,control,Dia_car,future,12,1,1,101,ripe_capsule,1,single,open,,,0,,4369,,,
7_2,Garp,12.08.2019,C3,control,Dia_car,future,13,1,1,53,ripe_capsule,2,single,open,,,0,,4409,,,
7_2,Garp,12.08.2019,C3,control,Dia_car,future,13,1.2,2,65,ripe_capsule,40,single,open,,,0,,4370,,,
7_2,Garp,12.08.2019,C3,control,Dia_car,future,14,1.2,3,73,ripe_capsule,21,single,open,,,0,,4371,,,
7_2,Andreas,12.09.2019,C3,control,Dia_car,future,8,1.6,1,72,unripe,36,,open,,,0,24 unripe smaller,,,,
6_3,Julia,26.08.2019,S3,supplement,Dia_car,future,10,1.2,4,89,ripe_capsule,45,single,open,,,0,,2922,,,
7_2,Martin,17.10.2019,C3,control,Dia_car,future,10,1.1,2,52,unripe,16,single,open,,,0,,2872,,,
7_2,Garp,19.09.2019,C3,control,Dia_car,future,11,0.5,1,54,unripe,1,single,open,,,0,,4446,,,
7_2,Garp,24.08.2019,C3,control,Dia_car,future,13,1.2,4,61,ripe_capsule,38,single,open,,,0,,4277,,,
7_2,Garp,24.08.2019,C3,control,Dia_car,future,10,1.3,5,57,ripe_capsule,31,single,open,,,0,,4278,,,
7_2,Julia,24.08.2019,C3,control,Dia_car,future,11,1.2,1,73,open,48,single,open,,,0,,2530,,,
7_2,Julia,10.10.2019,S3,supplement,Dia_car,future,14,1.4,1,100,ripe_capsule,59,single,open,,,0,,2949,,,
7_2,Julia,24.08.2019,C3,control,Dia_car,future,11,1.2,2,95,unripe,33,single,open,,,0,,2529,,,
7_2,Julia,24.08.2019,C3,control,Dia_car,future,14,1.4,7,61,unripe,39,single,open,,,0,,2526,,,
7_2,Julia,24.08.2019,C3,control,Dia_car,future,10,1.5,6,66,unripe,32,single,open,,,0,,2527,,,
7_2,Garp,05.09.2019,C4,control,Dia_car,future,4.5,0.9,2,49,ripe_capsule,22,single,open,,,0,,3404,,,
7_2,Garp,05.09.2019,C4,control,Dia_car,future,8,1.1,1,46,ripe_capsule,15,single,open,,,0,,3403,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,20.5,1,25,64,unripe,13,single,open,,,0,,2646,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,14,0.7,19,49,unripe,1,single,open,,,0,,2647,,,
7_2,Andreas,12.08.2019,C4,control,Dia_car,future,3.5,0.9,1,53,unripe,0,,open,,,0,,,,,
2_5,Martin,19.07.2019,S4,supplement,Dia_car,future,12,1.5,1,38,ripe_capsule,23,single,open,,,0,,111,,,
7_2,Martin,13.09.2019,C4,control,Dia_car,future,4.5,1,1,45,unripe,17,single,open,,,0,yellow seeds,1695,,,
7_2,Julia,17.10.2019,C4,control,Dia_car,future,8.5,1,1,28,unripe,8,single,open,,,0,,2755,,,
7_2,Julia,20.08.2019,C4,control,Dia_car,future,6,0.8,1,51,unripe,8,single,open,,,0,,2145,,,
7_2,Martin,23.10.2019,C4,control,Dia_car,future,,0.7,1,41,unripe,6,single,open,,,0,"fell off, color, dry, bug in bag",2278,,,
7_2,Julia,24.08.2019,S3,supplement,Dia_car,future,16,1.6,1,87,ripe_capsule,69,single,open,,,0,,3015,,,
8_3,Julia,17.10.2019,S3,supplement,Dia_car,ambient,11.5,1,1,64,ripe_capsule,22,single,open,,,0,,2783,,,
8_3,Julia,24.08.2019,S3,supplement,Dia_car,ambient,13.5,1.2,1,63,ripe_capsule,32,single,ripe,,,0,,2793,,,
7_2,Garp,26.09.2019,C4,control,Dia_car,future,6.5,0.5,1,27,unripe,0,single,open,,,0,,3437,,,
7_2,Martin,29.10.2019,C4,control,Dia_car,future,8,,1,50,dry,0,single,dry,,,0,hard to count,1185,,,
7_2,Lotte,07.11.2019,S1,supplement,Dia_car,future,4,0.8,1,43,unripe,13,single,dust,,,0,,2430,,,
7_2,Martin,09.06.2019,S1,supplement,Dia_car,future,,0.1,1,0,Stigma,0,single,stigma,,,0,,197,,,
7_2,Martin,09.06.2019,S1,supplement,Dia_car,future,,0.2,6,0,stigma,0,group,unripe_seeds,,,0,,202,,,
7_2,Martin,09.06.2019,S1,supplement,Dia_car,future,,0.2,7,0,stigma,0,group,unripe_seeds,,,0,,203,,,
7_2,Martin,09.06.2019,S1,supplement,Dia_car,future,,0.3,15,0,Stigma,0,single,Stigma,,,0,,211,,,
7_2,Martin,09.06.2019,S1,supplement,Dia_car,future,,0.4,2,16,unripe_capsule,0,single,unripe_seeds,,,0,,198,,,
7_2,Martin,09.06.2019,S1,supplement,Dia_car,future,,0.4,3,19,unripe_capsule,0,group,unripe_seeds,,,0,,199,,,
7_2,Andreas,09.08.2019,S1,supplement,Dia_car,future,6,1.2,1,49,unripe,3,,open,,,0,44 unripe smaller,,,,
7_2,Garp,09.08.2019,S1,supplement,Dia_car,future,6,1.1,3,78,ripe_capsule,19,single,open,,,0,,4560,,,
7_2,Garp,09.08.2019,S1,supplement,Dia_car,future,7.5,1.3,2,49,ripe_capsule,7,single,open,,,0,,4587,,,
7_2,Garp,09.08.2019,S1,supplement,Dia_car,future,6,0.6,4,39,unripe,0,single,closed,,,0,,4561,,,
7_2,Julia,10.10.2019,S1,supplement,Dia_car,future,4,1,2,47,unripe,17,single,open,,,0,,2813,,,
7_2,Julia,10.10.2019,S1,supplement,Dia_car,future,4,1,2,47,unripe,17,single,open,,,0,,2899,,,
7_2,Julia,10.10.2019,S1,supplement,Dia_car,future,8,1.3,1,78,unripe,29,single,unripe,,,0,,2815,,,
7_2,Julia,10.10.2019,S1,supplement,Dia_car,future,8,1.3,1,78,unripe,29,single,open,,,0,,2901,,,
7_2,Martin,13.09.2019,S1,supplement,Dia_car,future,6,0.8,1,26,unripe,10,single,open,,,0,cap measured in field 1cm,1794,,,
8_3,Julia,24.08.2019,S3,supplement,Dia_car,ambient,12,1.2,2,56,ripe_capsule,28,single,open,,,0,,2794,,,
1_1,Julia,12.08.2019,S4,supplement,Dia_car,ambient,12,0.8,2,85,ripe_capsule,3,single,open,bb,14,0,,2051,,,
7_2,Garp,26.09.2019,S1,supplement,Dia_car,future,4.5,0.8,3,81,ripe_capsule,0,single,open,,,0,,3438,,,
7_2,Garp,26.09.2019,S1,supplement,Dia_car,future,4.5,0.4,36,58,unripe,0,single,open,,,0,,3439,,,
7_2,Jared,26.09.2019,S1,supplement,Dia_car,future,7,1.2,2,3,unripe,1,single,open,,,0,,1667,,,
2_5,Martin,24.09.2019,S4,supplement,Dia_car,future,13,0.9,7,52,ripe_capsule,11,single,open,,,0,,1700,,,
7_2,Martin,29.08.2019,S1,supplement,Dia_car,future,11.5,0.4,1,42,dry,0,group,open,,,0,"very small, colour",583,,,
7_2,Martin,29.08.2019,S1,supplement,Dia_car,future,11.5,0.4,E2,17,dry,0,group,dry,,,0,"hard to count due to the light colour of seeds, which are like the capsule",585,,,
7_2,Martin,29.08.2019,S1,supplement,Dia_car,future,11.5,0.3,E1,50,small_unripe,0,group,open,,,0,very small,584,,,
7_2,Andreas,13.09.2019,S2,supplement,Dia_car,future,5.5,0.9,1,130,unripe,0,,open,,,0,fell off und zugeordnet zu 1 und 130 small,,,,
7_2,Andreas,13.09.2019,S2,supplement,Dia_car,future,5.5,1.6,1,82,unripe,0,,open,,,0,fell off 78 small ones,,,,
7_2,Julia,07.10.2019,S3,supplement,Dia_car,future,18,1.2,1,78,unripe,63,single,open,,,0,,2688,,,
5_5,Amibeth,29.10.2019,C2,control,Dia_car,ambient,20.5,0.5,17,27,unripe,0,single,open,,,0,,2648,,,
7_2,Julia,07.11.2019,S3,supplement,Dia_car,future,20,0.7,2,70,unripe,2,single,open,,,0,to early,2405,,,
7_2,Julia,10.10.2019,S3,supplement,Dia_car,future,14,1.2,2,11,herbivory,3,single,open,,,1,herbivory,2948,,,
1_1,Julia,22.08.2019,S4,supplement,Dia_car,ambient,,1.6,1,68,ripe_capsule,47,single,open,,,0,,2113,,,
7_2,Julia,20.08.2019,S3,supplement,Dia_car,future,12,1.4,1,26,open,0,single,open,,,0,,2154,,,
7_2,Julia,24.08.2019,S3,supplement,Dia_car,future,13,,4,12,open,2,single,open,,,0,,3003,,,
10_2,Julia,10.10.2019,S4,supplement,Dia_car,ambient,11.5,1.3,1,57,ripe_capsule,24,single,open,,,0,,2995,,,
7_2,Julia,24.08.2019,S3,supplement,Dia_car,future,13,1.1,2,,unripe,,single,open,,,1,Herbivory,3005,,,
7_2,Julia,24.08.2019,S3,supplement,Dia_car,future,14,1.4,3,66,unripe,18,single,open,,,0,,3004,,,
7_2,Martin,29.08.2019,S3,supplement,Dia_car,future,15,0.5,1,0,dry,0,single,dry,,,0,"nothing developed, just like dust ",581,,,
7_2,Garp,05.09.2019,S4,supplement,Dia_car,future,10.5,1.1,2,60,ripe_capsule,27,single,open,,,0,,4142,,,
7_2,Garp,05.09.2019,S4,supplement,Dia_car,future,8,1.1,1,68,ripe_capsule,42,single,open,,,0,,4143,,,
7_2,Julia,07.10.2019,S4,supplement,Dia_car,future,10.5,1.2,1,81,unripe,57,single,unripe,,,0,,2507,,,
7_2,Sanne,07.11.2019,S4,supplement,Dia_car,future,14,1.2,1,58,unripe,31,single,open,,,0,to early,2437,,,
7_2,Julia,17.10.2019,S4,supplement,Dia_car,future,11.5,1.2,1,73,unripe,52,single,open,,,0,,2756,,,
7_2,Garp,29.10.2019,S4,supplement,Dia_car,future,13,1.2,2,81,ripe_capsule,20,single,open,,,0,,3472,,,
7_2,Martin,29.10.2019,S4,supplement,Dia_car,future,12,1.2,1,76,unripe,25,single,open,,,0,"white seeds, to early",486,,,
2_5,Christian,02.08.2019,S4,supplement,Dia_car,future,14.5,1.1,4,79,ripe_capsule,41,single,open,,,0,,627,,,
8_3,Garp,05.08.2019,C1,control,Dia_car,ambient,16.5,1.1,1,68,ripe_capsule,55,single,open,,,0,,4321,,,
8_3,Garp,05.09.2019,C1,control,Dia_car,ambient,15,1,2,76,ripe_capsule,61,single,open,,,0,,3255,,,
8_3,Garp,05.09.2019,C1,control,Dia_car,ambient,16.5,1.2,1,69,ripe_capsule,60,single,open,,,0,,3263,,,
8_3,Martin,17.10.2019,C1,control,Dia_car,ambient,14,1,1,58,unripe,16,single,open,,,0,light brown,1770,,,
2_5,Martin,24.09.2019,S4,supplement,Dia_car,future,14,1.2,14,57,ripe_capsule,30,single,open,,,0,,1701,,,
8_3,Julia,24.08.2019,C1,control,Dia_car,ambient,11,1.2,5,80,unripe,70,single,open,,,0,,2531,,,
8_3,Julia,24.08.2019,C1,control,Dia_car,ambient,11,1.2,4,90,unripe,68,single,open,,,0,,2532,,,
8_3,Julia,24.08.2019,C1,control,Dia_car,ambient,11,1.2,3,85,unripe,75,single,open,,,0,,2533,,,
8_3,Julia,24.08.2019,C1,control,Dia_car,ambient,12,1.2,2,64,unripe,54,single,open,,,0,,3028,,,
8_3,Julia,24.08.2019,C1,control,Dia_car,ambient,12,1.3,1,65,unripe,55,single,open,,,0,,2534,,,
8_3,Jared,26.09.2019,C1,control,Dia_car,ambient,7.5,0.3,3,61,ripe_capsule,59,single,open,,,0,,1663,,,
8_3,Johan,26.09.2019,C1,control,Dia_car,ambient,17,0.5,1,39,unripe,0,single,open,,,0,,1574,1,,
8_3,Lara,26.09.2019,C1,control,Dia_car,ambient,7.5,1.1,2,45,ripe_capsule,19,single,open,,,0,,1607,1,,
8_3,Lotte,26.09.2019,C1,control,Dia_car,ambient,12.5,1,4,55,unripe,51,single,open,,,0,to early,2424,,,
8_3,Christian,02.08.2019,C2,control,Dia_car,ambient,8,0.9,5,73,open,29,single,open,,,0,,393,,,
8_3,Garp,02.08.2019,C2,control,Dia_car,ambient,8,,5,71,ripe_capsule,35,single,open,,,0,,3332,,,
8_3,Garp,04.09.2019,C2,control,Dia_car,ambient,13,1,6,54,ripe_capsule,13,single,open,,,0,,4175,,,
8_3,Garp,05.08.2019,C2,control,Dia_car,ambient,14,1.1,1,70,ripe_capsule,24,single,open,,,0,,4316,,,
8_3,Garp,05.08.2019,C2,control,Dia_car,ambient,13.5,1.1,3,75,ripe_capsule,21,single,open,,,0,,4322,,,
8_3,Garp,05.08.2019,C2,control,Dia_car,ambient,13.5,1.2,2,68,ripe_capsule,20,single,open,,,0,,4280,,,
8_3,Garp,05.09.2019,C2,control,Dia_car,ambient,12,1,4,63,ripe_capsule,26,single,open,,,0,,3267,,,
8_3,Garp,05.09.2019,C2,control,Dia_car,ambient,16,1.1,3,59,ripe_capsule,17,single,open,,,0,,3266,,,
8_3,Garp,05.09.2019,C2,control,Dia_car,ambient,10,1.2,1,60,ripe_capsule,0,single,open,,,0,,3264,,,
8_3,Garp,05.09.2019,C2,control,Dia_car,ambient,13,1.2,2,55,ripe_capsule,20,single,open,,,0,,3265,,,
8_3,Andreas,08.08.2019,C2,control,Dia_car,ambient,12,1.1,2,65,open,22,,open,,,0,offen,,,,
8_3,Andreas,08.08.2019,C2,control,Dia_car,ambient,8,1.2,1,51,open,17,,open,,,0,offen 31 unripe smaller,,,,
8_3,Julia,10.10.2019,C2,control,Dia_car,ambient,12,0.9,3,6,herbivory,0,single,open,,,1,herbivory,2954,,,
8_3,Julia,10.10.2019,C2,control,Dia_car,ambient,12.5,0.6,4,139,unripe,0,single,open,,,1,herbivory,2955,,,
8_3,Julia,10.10.2019,C2,control,Dia_car,ambient,11,1.2,2,49,unripe,11,single,open,,,1,herbivory,2953,,,
8_3,Garp,12.08.2019,C2,control,Dia_car,ambient,13,1,3,64,ripe_capsule,3,single,open,,,0,,4416,,,
8_3,Garp,12.08.2019,C2,control,Dia_car,ambient,8.5,1.1,2,53,ripe_capsule,12,single,open,,,0,,4415,,,
8_3,Garp,12.08.2019,C2,control,Dia_car,ambient,12.5,1.3,4,70,ripe_capsule,15,single,open,,,0,,4417,,,
8_3,Garp,12.08.2019,C2,control,Dia_car,ambient,8.5,0.7,1,,unripe,,single,open,,,1,Herbivory,4374,,,
9_1,Andreas,09.08.2019,S2,supplement,Dia_car,future,10.5,1.2,3,49,ripe_capsule,5,,open,,,0,,,,,
8_3,Garp,13.09.2019,C2,control,Dia_car,ambient,14.5,0.8,3,65,ripe_capsule,10,single,open,,,0,,4376,,,
8_3,Garp,13.09.2019,C2,control,Dia_car,ambient,11,1.1,1,53,ripe_capsule,13,single,open,,,0,,4375,,,
8_3,Garp,13.09.2019,C2,control,Dia_car,ambient,11.5,1.2,4,67,ripe_capsule,27,single,open,,,0,,4377,,,
8_3,Garp,13.09.2019,C2,control,Dia_car,ambient,11.5,0.7,2,54,unripe,4,single,open,,,0,,4378,,,
8_3,Garp,17.10.2019,C2,control,Dia_car,ambient,14,0.9,1,0,unripe,0,single,open,,,1,herbivory,3456,,,
8_3,Julia,17.10.2019,C2,control,Dia_car,ambient,13,0.9,3,14,open,0,single,open,,,1,herbivory,2782,,,
8_3,Martin,17.10.2019,C2,control,Dia_car,ambient,12,0.6,2,58,open,0,single,open,,,0,dry,2449,,,
8_3,Garp,19.09.2019,C2,control,Dia_car,ambient,10.5,0.9,1,61,ripe_capsule,0,single,open,,,0,,4520,,,
8_3,Garp,19.09.2019,C2,control,Dia_car,ambient,10.5,1,3,59,ripe_capsule,1,single,open,,,0,,4513,,,
8_3,Garp,19.09.2019,C2,control,Dia_car,ambient,10.5,1.2,2,39,ripe_capsule,10,single,open,,,0,,4514,,,
8_3,Garp,19.09.2019,C2,control,Dia_car,ambient,10,1.2,4,54,ripe_capsule,14,single,open,,,0,,4521,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,10.5,0.9,1,46,ripe_capsule,8,single,open,,,0,,4305,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,11,1,5,71,ripe_capsule,10,single,open,,,0,,4302,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,10,1,2,28,ripe_capsule,2,single,open,,,0,,4304,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,13,1.1,11,56,ripe_capsule,14,single,open,,,0,,4276,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,13,1.1,7,53,ripe_capsule,9,single,open,,,0,,4291,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,13,1.1,3,69,ripe_capsule,20,single,open,,,0,,4292,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,8,1.1,4,88,ripe_capsule,20,single,open,,,0,,4303,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,11,1.2,8,69,ripe_capsule,29,single,open,,,0,,4293,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,9,1.2,6,62,ripe_capsule,12,single,open,,,0,,4299,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,15,1.2,10,52,ripe_capsule,19,single,open,,,0,,4300,,,
8_3,Garp,24.08.2019,C2,control,Dia_car,ambient,8,1.2,9,55,ripe_capsule,14,single,open,,,0,,4301,,,
8_3,Martin,29.07.2019,C2,control,Dia_car,ambient,10,1,1,62,open,24,single,open,,,0,,255,,,
8_3,Christopher,29.10.2019,C2,control,Dia_car,ambient,11.5,1,3,44,unripe,0,single,open,,,0,light brown,2858,,,
8_3,Garp,29.10.2019,C2,control,Dia_car,ambient,12,,2,0,dry,0,single,dry,,,0,,3475,,,
8_3,Garp,29.10.2019,C2,control,Dia_car,ambient,25,,1,0,herbiv,0,single,herbiv,,,1,herbivory,3474,,,
8_3,Garp,30.08.2019,C2,control,Dia_car,ambient,16,1,1,48,ripe_capsule,9,single,open,,,0,,4084,,,
8_3,Garp,30.08.2019,C2,control,Dia_car,ambient,10,1.1,3,66,ripe_capsule,23,single,open,,,0,,4081,,,
8_3,Garp,30.08.2019,C2,control,Dia_car,ambient,12,1.1,2,67,ripe_capsule,16,single,open,,,0,,4082,,,
8_3,Garp,30.08.2019,C2,control,Dia_car,ambient,15,1.1,5,54,ripe_capsule,11,single,open,,,0,,4085,,,
8_3,Garp,30.08.2019,C2,control,Dia_car,ambient,13,1.2,5,60,ripe_capsule,12,single,open,,,0,,4083,,,
8_3,Julia,10.10.2019,C3,control,Dia_car,ambient,13,1.4,1,7,herbivory,0,single,open,,,1,herbivory,2952,,,
8_3,Garp,12.08.2019,C3,control,Dia_car,ambient,17,,1,,,,,,,,0,no capsule,4264,,,
8_3,Garp,19.09.2019,C3,control,Dia_car,ambient,17.5,1.2,1,66,ripe_capsule,45,single,open,,,0,,4463,,,
8_3,Martin,26.09.2019,C3,control,Dia_car,ambient,10.5,1.4,1,8,herbivory,7,single,open,,,1,Herbivory,2874,,,
8_3,Martin,29.10.2019,C3,control,Dia_car,ambient,18,,1,0,dry,0,single,dry,,,0,dry can not count,1772,,,
8_3,Garp,05.08.2019,C4,control,Dia_car,ambient,7,0.9,1,,herbivory,,single,open,,,1,Herbivory,4323,,,
8_3,Garp,05.09.2019,C4,control,Dia_car,ambient,6,0.8,1,60,ripe_capsule,22,single,open,,,0,,3307,,,
8_3,Andreas,08.05.2019,C4,control,Dia_car,ambient,6,1.2,1,71,open,22,,open,,,0,offen,,,,
8_3,Garp,08.08.2019,C4,control,Dia_car,ambient,7,0.9,2,54,ripe_capsule,15,single,open,,,0,,4307,,,
8_3,Garp,08.08.2019,C4,control,Dia_car,ambient,4.5,0.9,1,78,ripe_capsule,13,single,open,,,0,,4308,,,
8_3,Garp,08.08.2019,C4,control,Dia_car,ambient,7,0.9,3,46,ripe_capsule,12,single,open,,,0,,4309,,,
8_3,Garp,08.08.2019,C4,control,Dia_car,ambient,6,1.2,4,74,ripe_capsule,14,single,open,,,0,,4306,,,
10_2,Julia,17.10.2019,S4,supplement,Dia_car,ambient,12,1.2,1,76,ripe_capsule,23,single,open,,,0,,2751,,,
10_2,Julia,17.10.2019,S4,supplement,Dia_car,ambient,12,1.4,1,65,ripe_capsule,44,single,open,,,0,,2750,,,
2_5,Julia,22.08.2019,S4,supplement,Dia_car,future,15,1.4,5,64,ripe_capsule,22,single,open,,,0,,2135,,,
2_5,Julia,22.08.2019,S4,supplement,Dia_car,future,13,1.4,3,74,ripe_capsule,20,single,open,,,0,,2137,,,
2_5,Julia,22.08.2019,S4,supplement,Dia_car,future,13,1.4,8,67,ripe_capsule,31,single,open,,,0,,2141,,,
2_5,Julia,26.08.2019,S4,supplement,Dia_car,future,8,1.3,1,73,ripe_capsule,28,single,open,,,0,,2982,,,
