plot,counter,date,individual,treatment,species,climate,height,capsule height,diameter,seedcapsule,seed_count,viable,organzabag_size,first seedcap,comment,entered,Labmeeting
1_1,Jared,17.10.2019,C1,control,Sca_och,ambient,13,0.7,0.7,1,64,36,,,,730,1
1_1,Martin,17.10.2019,C1,control,Sca_och,ambient,6,0.5,0.7,2,47,0,,,,778,
1_1,Martin,10.09.2019,C2,control,Sca_och,ambient,20,1,0.9,1,47,47,,,,1430,
1_1,Garp,10.09.2019,C2,control,Sca_och,ambient,15.5,0.9,0.7,3,47,46,,,,1918,
1_1,Garp,10.09.2019,C2,control,Sca_och,ambient,20,0.7,0.7,2,39,25,,,,1917,
1_1,Julia,11.10.2019,C2,control,Sca_och,ambient,14,0.5,0.5,1,39,0,,,,1477,
1_1,Garp,18.09.2019,C2,control,Sca_och,ambient,14,0.7,0.7,1,40,39,,,,1863,
1_1,Martin,27.08.2019,C2,control,Sca_och,ambient,17,1,0.9,1,46,44,,,,240,
1_1,Martin,27.08.2019,C2,control,Sca_och,ambient,18,0.8,0.8,2,43,34,,,,241,
1_1,Martin,29.10.2019,C2,control,Sca_och,ambient,17.5,0.5,0.5,2,35,0,,,,29,
1_1,Martin,07.11.2019,C3,control,Sca_och,ambient,9,1.1,0.9,1,58,40,,,,537,
1_1,Julia,11.10.2019,C3,control,Sca_och,ambient,10,0.4,0.4,1,39,0,,,,1546,
1_1,Martin,01.10.2019,C4,control,Sca_och,ambient,16,0.8,0.9,2,37,36,,,,794,
1_1,Martin,01.10.2019,C4,control,Sca_och,ambient,14,0.8,0.8,3,30,26,,,,793,
1_1,Tiffany,01.10.2019,C4,control,Sca_och,ambient,20,0.7,0.7,4,30,28,,,,709,1
1_1,Martin,01.10.2019,C4,control,Sca_och,ambient,12.5,0.6,0.7,1,31,29,,,,529,
1_1,Andreas,02.09.2019,C4,control,Sca_och,ambient,12,1,0.8,1,40,40,,,,2024,
1_1,Andreas,02.09.2019,C4,control,Sca_och,ambient,10,0.9,0.8,2,34,34,,,,2023,
1_1,Andreas,04.09.2019,C4,control,Sca_och,ambient,16.5,1.1,0.8,1,42,42,,,,2027,
1_1,Martin,07.11.2019,C4,control,Sca_och,ambient,20,0.5,0.6,1,35,5,,,,1105,
1_1,Andreas,09.08.2019,C4,control,Sca_och,ambient,16.5,0.8,0.7,1,0,0,,,,1990,
1_1,Andreas,09.08.2019,C4,control,Sca_och,ambient,21,0.8,0.6,2,0,0,,,,1991,
1_1,Lea,10.09.2019,C4,control,Sca_och,ambient,20,0.9,0.8,4,46,42,,,,595,1
1_1,Lea,10.09.2019,C4,control,Sca_och,ambient,10.5,0.9,0.8,1,35,33,,,,598,1
1_1,Garp,10.09.2019,C4,control,Sca_och,ambient,19,0.9,0.8,6,40,33,,,,1922,
1_1,Lea,10.09.2019,C4,control,Sca_och,ambient,10.5,0.8,0.7,2,44,20,,,,597,1
1_1,Garp,10.09.2019,C4,control,Sca_och,ambient,22,0.8,0.7,8,39,30,,,,1921,
1_1,Lea,10.09.2019,C4,control,Sca_och,ambient,12,0.7,0.6,3,41,19,,,,596,1
1_1,Lea,10.09.2019,C4,control,Sca_och,ambient,19,0.5,0.6,5,35,8,,,,594,1
1_1,Garp,10.09.2019,C4,control,Sca_och,ambient,22,0.6,0.5,7,36,33,,,,1920,
1_1,Julia,11.10.2019,C4,control,Sca_och,ambient,21,1,0.9,2,39,38,,,,1578,
1_1,Julia,11.10.2019,C4,control,Sca_och,ambient,17,0.9,0.8,5,33,30,,,,1544,
1_1,Julia,11.10.2019,C4,control,Sca_och,ambient,20,0.8,0.8,3,33,30,,,,1545,
1_1,Julia,11.10.2019,C4,control,Sca_och,ambient,18,0.6,0.6,1,32,30,,,,1572,
1_1,Julia,11.10.2019,C4,control,Sca_och,ambient,17,0.5,0.6,4,34,14,,,,1570,
1_1,Julia,11.10.2019,C4,control,Sca_och,ambient,15.5,0.4,0.4,7,36,1,,,,1543,
1_1,Julia,16.08.2019,C4,control,Sca_och,ambient,13,0.8,0.8,4,42,36,,,,859,
1_1,Julia,16.08.2019,C4,control,Sca_och,ambient,20,0.8,0.7,1,50,37,,,,849,
1_1,Julia,16.08.2019,C4,control,Sca_och,ambient,21,0.7,0.7,2,36,33,,,,850,
1_1,Julia,16.08.2019,C4,control,Sca_och,ambient,17,0.7,0.7,3,47,35,,,,860,
1_1,Jared,17.10.2019,C4,control,Sca_och,ambient,15.5,0.8,0.7,1,36,0,,,,739,1
1_1,Garp,18.09.2019,C4,control,Sca_och,ambient,17,0.9,0.8,5,32,31,,,,1868,
1_1,Garp,18.09.2019,C4,control,Sca_och,ambient,14,0.9,0.7,3,38,33,,,,1866,
1_1,Garp,18.09.2019,C4,control,Sca_och,ambient,11,0.8,0.7,1,43,41,,,,1864,
1_1,Garp,18.09.2019,C4,control,Sca_och,ambient,15,0.8,0.7,2,43,42,,,,1865,
1_1,Garp,18.09.2019,C4,control,Sca_och,ambient,13,0.7,0.7,4,34,26,,,,1867,
1_1,Garp,18.09.2019,C4,control,Sca_och,ambient,,0.7,0.6,6,33,28,,,,1869,
1_1,Julia,20.08.2019,C4,control,Sca_och,ambient,24,0.6,0.6,1,46,17,,,,857,
1_1,Garp,24.09.2019,C4,control,Sca_och,ambient,16.5,0.7,0.7,1,37,8,,,,1779,
1_1,Martin,27.08.2019,C4,control,Sca_och,ambient,22,0.9,0.8,1,38,36,,,,314,
1_1,Martin,27.08.2019,C4,control,Sca_och,ambient,27,0.7,0.7,2,36,28,,,,313,
1_1,Garp,02.09.2019,S1,supplement,Sca_och,ambient,23.5,1,0.9,2,68,38,,,,2243,
1_1,Garp,02.09.2019,S1,supplement,Sca_och,ambient,24,0.9,0.8,2,48,31,,,,2088,
1_1,Garp,02.09.2019,S1,supplement,Sca_och,ambient,23,0.9,0.8,3,54,49,,,,2106,
1_1,Garp,02.09.2019,S1,supplement,Sca_och,ambient,16,0.9,0.8,1,60,53,,,,2242,
1_1,Martin,02.09.2019,S1,supplement,Sca_och,ambient,19,,,1,59,55,,,,1412,
1_1,Martin,07.11.2019,S1,supplement,Sca_och,ambient,22,1,0.8,2,56,50,,,,771,
1_1,Martin,07.11.2019,S1,supplement,Sca_och,ambient,23,0.8,0.8,1,48,42,,,,775,
1_1,Lotte,10.09.2019,S1,supplement,Sca_och,ambient,13,0.4,0.5,1,34,0,,,,1092,
1_1,Julia,11.10.2019,S1,supplement,Sca_och,ambient,17,0.9,0.8,1,40,31,,,,1596,
1_1,Julia,16.08.2019,S1,supplement,Sca_och,ambient,31,0.9,0.8,1,61,54,,,,858,
1_1,Garp,18.09.2019,S1,supplement,Sca_och,ambient,12,1,0.8,1,59,48,,,,2297,
1_1,Sanne,18.09.2019,S1,supplement,Sca_och,ambient,18,0.9,0.75,2,52,47,,,,578,1
1_1,Tiffany,18.09.2019,S1,supplement,Sca_och,ambient,19,1,0.7,1,61,52,,,,713,1
1_1,Garp,18.09.2019,S1,supplement,Sca_och,ambient,14,0.8,0.7,3,48,44,,,,1926,
1_1,Julia,20.08.2019,S1,supplement,Sca_och,ambient,24,1,0.8,3,60,55,,,,855,
1_1,Julia,20.08.2019,S1,supplement,Sca_och,ambient,20,0.8,0.8,2,60,47,,,,856,
1_1,Julia,20.08.2019,S1,supplement,Sca_och,ambient,18,0.8,0.7,1,58,45,,,,854,
1_1,Julia,26.08.2019,S1,supplement,Sca_och,ambient,25,0.9,1.1,1,61,41,,,,1460,
1_1,Julia,26.08.2019,S1,supplement,Sca_och,ambient,13,0.8,0.7,4,48,34,,,,1579,
1_1,Julia,26.08.2019,S1,supplement,Sca_och,ambient,25,0.7,0.7,3,41,16,,,,1580,
1_1,Julia,26.08.2019,S1,supplement,Sca_och,ambient,23,,,2,55,35,,,cap fell apart,1458,
1_1,Sarah,01.10.2019,S2,supplement,Sca_och,ambient,19,0.8,0.7,1,38,34,,,,628,1
1_1,Garp,02.09.2019,S2,supplement,Sca_och,ambient,22,1,0.9,2,58,56,,,,2089,
1_1,Garp,02.09.2019,S2,supplement,Sca_och,ambient,19,0.8,0.8,1,50,46,,,,2105,
1_1,Garp,10.09.2019,S2,supplement,Sca_och,ambient,22,0.9,0.8,1,52,49,,,,1857,
1_1,Garp,10.09.2019,S2,supplement,Sca_och,ambient,23,0.7,0.8,2,34,33,,,,1858,
1_1,Garp,10.09.2019,S2,supplement,Sca_och,ambient,14,0.8,0.7,3,41,40,,,,1919,
1_1,Julia,11.10.2019,S2,supplement,Sca_och,ambient,22,0.6,0.6,1,35,25,,,,1595,
1_1,Martin,17.10.2019,S2,supplement,Sca_och,ambient,23,0.8,0.8,1,44,19,,,flat,806,
1_1,Tiffany,18.09.2019,S2,supplement,Sca_och,ambient,20.5,0.9,0.7,1,42,38,,,,717,1
1_1,Tiffany,18.09.2019,S2,supplement,Sca_och,ambient,18,0.7,0.6,2,50,47,,,,716,1
1_1,Garp,18.09.2019,S2,supplement,Sca_och,ambient,17,0.7,0.6,3,33,17,,,,1927,
1_1,Julia,20.08.2019,S2,supplement,Sca_och,ambient,22,0.9,0.8,1,58,53,,,,852,
1_1,Julia,20.08.2019,S2,supplement,Sca_och,ambient,23,0.9,0.8,2,49,36,,,,853,
1_1,Garp,24.09.2019,S2,supplement,Sca_och,ambient,20,0.9,0.8,2,38,35,,,,1781,
1_1,Garp,24.09.2019,S2,supplement,Sca_och,ambient,19,0.9,0.8,1,41,35,,,,1782,
1_1,Julia,26.08.2019,S2,supplement,Sca_och,ambient,18,0.6,0.5,1,39,17,,,,1451,
1_1,Martin,27.08.2019,S2,supplement,Sca_och,ambient,24,0.9,0.7,2,47,44,,,,316,
1_1,Martin,27.08.2019,S2,supplement,Sca_och,ambient,25,0.9,0.7,3,51,39,,,,317,
1_1,Martin,27.08.2019,S2,supplement,Sca_och,ambient,27,0.8,0.5,1,52,50,,,,315,
1_1,Garp,02.09.2019,S3,supplement,Sca_och,ambient,39,1.2,1,1,40,39,,,,2097,
1_1,Garp,02.09.2019,S3,supplement,Sca_och,ambient,48,1.2,1,2,50,50,,,,2098,
1_1,Garp,02.09.2019,S3,supplement,Sca_och,ambient,36,1.1,0.9,3,41,40,,,,2101,
1_1,Garp,02.09.2019,S3,supplement,Sca_och,ambient,38,0.8,0.8,4,43,40,,,,2100,
1_1,Garp,02.09.2019,S3,supplement,Sca_och,ambient,40,0.8,0.7,5,33,31,,,,2099,
1_1,Garp,04.09.2019,S3,supplement,Sca_och,ambient,36,1,0.9,1,39,37,,,,2081,
1_1,Lotte,10.09.2019,S3,supplement,Sca_och,ambient,45,1,0.7,1,38,28,,,,648,1
1_1,Julia,11.10.2019,S3,supplement,Sca_och,ambient,36,1,0.9,2,45,43,,,,1565,
1_1,Julia,11.10.2019,S3,supplement,Sca_och,ambient,35,0.9,0.9,3,43,42,,,,1564,
1_1,Julia,11.10.2019,S3,supplement,Sca_och,ambient,36,1,0.8,4,46,43,,,,1563,
1_1,Julia,11.10.2019,S3,supplement,Sca_och,ambient,35,0.5,0.8,1,47,38,,,,1542,
1_1,Martin,17.10.2019,S3,supplement,Sca_och,ambient,34,1,0.9,2,44,35,,,,17,
1_1,Martin,17.10.2019,S3,supplement,Sca_och,ambient,46,0.8,0.8,1,49,28,,,lost viable seed,19,
1_1,Martin,17.10.2019,S3,supplement,Sca_och,ambient,34,0.8,0.6,3,37,13,,,,13,
1_1,Martin,17.10.2019,S3,supplement,Sca_och,ambient,43,0.9,0.5,5,40,21,,,,14,
1_1,Martin,17.10.2019,S3,supplement,Sca_och,ambient,31,,,4,36,3,,,forgot to measure,15,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,41,1.1,0.9,1,40,35,,,,1684,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,42.5,1,0.9,10,40,39,,,,1693,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,37,0.9,0.8,6,42,41,,,,1689,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,40,0.9,0.8,9,40,36,,,,1692,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,30,0.8,0.8,2,38,34,,,,1685,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,41,0.8,0.8,5,37,32,,,,1688,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,36,0.9,0.7,7,37,30,,,,1690,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,36,0.8,0.7,8,36,21,,,,1691,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,36,0.6,0.7,4,31,26,,,,1687,
1_1,Garp,18.09.2019,S3,supplement,Sca_och,ambient,41,0.6,0.5,3,37,31,,,,1686,
1_1,Garp,24.09.2019,S3,supplement,Sca_och,ambient,43.5,0.9,0.9,3,45,3,,,,1775,
1_1,Garp,24.09.2019,S3,supplement,Sca_och,ambient,33.5,0.9,0.8,1,38,32,,,,1774,
1_1,Garp,24.09.2019,S3,supplement,Sca_och,ambient,31,0.8,0.7,2,29,2,,,,1773,
1_1,Martin,27.08.2019,S3,supplement,Sca_och,ambient,37,1.1,0.9,1,39,39,,,,312,
1_1,Martin,29.10.2019,S3,supplement,Sca_och,ambient,34.5,0.8,0.8,2,37,36,,,,35,
1_1,Martin,29.10.2019,S3,supplement,Sca_och,ambient,34,0.8,0.6,??,45,32,,,,42,
1_1,Garp,10.09.2019,S4,supplement,Sca_och,ambient,26,0.4,0.4,1,20,6,,,,1923,
1_1,Garp,18.09.2019,S4,supplement,Sca_och,ambient,17,0.9,0.9,1,46,41,,,,1924,
1_1,Garp,18.09.2019,S4,supplement,Sca_och,ambient,16.5,0.8,0.8,3,40,35,,,,1925,
1_1,Martin,29.10.2019,S4,supplement,Sca_och,ambient,10.5,0.4,0.5,1,25,0,,,,23,
10_2,Martin,07.11.2019,C1,control,Sca_och,ambient,25,0.8,0.8,1,40,30,,,,540,
10_2,Sam,23.10.2019,C2,control,Sca_och,ambient,15,0.6,0.7,1,32,15,,,,640,1
10_2,Martin,23.10.2019,C2,control,Sca_och,ambient,7.5,0.3,0.4,1,26,0,,,,421,
10_2,Christian,13.09.2019,C3,control,Sca_och,ambient,10,0.9,,1,34,22,,,,260,
10_2,Christian,13.09.2019,C3,control,Sca_och,ambient,14,0.8,,2,37,19,,,,254,
10_2,Christian,13.09.2019,C3,control,Sca_och,ambient,12,0.6,,3,41,1,,,,261,
10_2,Julia,17.10.2019,C3,control,Sca_och,ambient,18,0.6,0.6,1,34,17,,,,1290,
10_2,Sam,07.10.2019,S2,supplement,Sca_och,ambient,12,0.7,0.9,1,41,23,,,,1250,
10_2,Julia,10.10.2019,S2,supplement,Sca_och,ambient,10,0.3,0.4,1,39,0,,,,1268,
10_2,Martin,13.09.2019,S2,supplement,Sca_och,ambient,10,0.4,0.4,2,38,27,,,,788,
10_2,Martin,13.09.2019,S2,supplement,Sca_och,ambient,12,,,1,37,32,,,,43,
10_2,Garp,30.08.2019,S2,supplement,Sca_och,ambient,11,0.6,0.7,4,35,21,,,,1652,
10_2,Garp,30.08.2019,S2,supplement,Sca_och,ambient,10.5,0.5,0.6,1,19,2,,,,1655,
10_2,Garp,30.08.2019,S2,supplement,Sca_och,ambient,19,0.4,0.6,2,38,0,,,,1653,
10_2,Garp,30.08.2019,S2,supplement,Sca_och,ambient,9,0.4,0.6,3,24,0,,,,1654,
10_2,Johan,16.09.2019,S3,supplement,Sca_och,ambient,14.5,0.4,0.5,1,28,4,,,,664,1
10_2,Christian,16.09.2019,S3,supplement,Sca_och,ambient,9,0.5,,2,54,1,,,,252,
10_2,Andreas,24.08.2019,S3,supplement,Sca_och,ambient,16,0.8,0.8,2,9,9,,,,2022,
10_2,Garp,24.08.2019,S3,supplement,Sca_och,ambient,19,0.7,0.7,1,54,10,,,,2182,
10_2,Garp,05.09.2019,S4,supplement,Sca_och,ambient,28,0.9,0.8,1,39,29,,,,1815,
10_2,Lea,07.10.2019,S4,supplement,Sca_och,ambient,15,1.1,0.9,3,49,43,,,,1224,
10_2,Lea,07.10.2019,S4,supplement,Sca_och,ambient,14,0.8,0.7,1,43,32,,,,1219,
10_2,Lea,07.10.2019,S4,supplement,Sca_och,ambient,18,0.8,0.7,2,42,21,,,,1225,
10_2,Garp,19.09.2019,S4,supplement,Sca_och,ambient,28,0.6,0.6,1,39,1,,,,1776,
10_2,Julia,26.09.2019,S4,supplement,Sca_och,ambient,20,0.7,0.6,1,42,32,,,,1089,
10_2,Garp,30.08.2019,S4,supplement,Sca_och,ambient,16.5,0.8,0.7,3,33,21,,,,1650,
2_5,Martin,01.10.2019,C1,control,Sca_och,future,11,0.8,0.8,1,42,34,,,,1426,
2_5,Martin,01.10.2019,C1,control,Sca_och,future,18,0.7,0.7,2,38,36,,,flat,1425,
2_5,Garp,04.09.2019,C1,control,Sca_och,future,15,1,0.8,1,57,57,,,,2155,
2_5,Garp,04.09.2019,C1,control,Sca_och,future,18.5,0.9,0.7,3,51,48,,,,2153,
2_5,Garp,04.09.2019,C1,control,Sca_och,future,18.5,0.9,0.7,2,47,47,,,,2154,
2_5,Julia,11.10.2019,C1,control,Sca_och,future,13,0.8,0.9,1,41,40,,,,1466,
2_5,Julia,11.10.2019,C1,control,Sca_och,future,15,0.6,0.7,3,46,23,,,,1464,
2_5,Julia,11.10.2019,C1,control,Sca_och,future,16,0.6,0.7,2,46,29,,,,1476,
2_5,Julia,11.10.2019,C1,control,Sca_och,future,16,0.6,0.6,4,44,16,,,,1463,
2_5,Andreas,12.08.2019,C1,control,Sca_och,future,20,1,0.8,1,36,36,,,,1993,
2_5,Andreas,12.08.2019,C1,control,Sca_och,future,22,0.8,0.7,2,13,13,,,,1997,
2_5,Martin,12.09.2019,C1,control,Sca_och,future,16,1.1,0.9,3,51,45,,,,752,
2_5,Garp,12.09.2019,C1,control,Sca_och,future,20,1.3,0.8,6,47,45,,,,2279,
2_5,Martin,12.09.2019,C1,control,Sca_och,future,20,1,0.8,4,50,46,,,,751,
2_5,Martin,12.09.2019,C1,control,Sca_och,future,15.5,1,0.8,2,54,44,,,,789,
2_5,Martin,12.09.2019,C1,control,Sca_och,future,10.5,0.9,0.7,1,37,31,,,,790,
2_5,Martin,12.09.2019,C1,control,Sca_och,future,22,0.6,0.7,5,48,43,,,,750,
2_5,Julia,16.08.2019,C1,control,Sca_och,future,14.5,0.5,0.5,1,41,22,,,,873,
2_5,Martin,17.10.2019,C1,control,Sca_och,future,17,0.7,0.5,1,36,15,,,,7,
2_5,Garp,18.09.2019,C1,control,Sca_och,future,17,0.9,0.8,1,43,37,,,,1871,
2_5,Garp,18.09.2019,C1,control,Sca_och,future,20,0.9,0.7,2,48,44,,,,1872,
2_5,Garp,18.09.2019,C1,control,Sca_och,future,12.5,0.8,0.7,3,47,45,,,,1873,
2_5,Julia,22.10.2019,C1,control,Sca_och,future,19,0.8,0.8,1,44,39,,,,1090,
2_5,Garp,24.09.2019,C1,control,Sca_och,future,16.5,1.1,0.9,1,48,45,,,,1823,
2_5,Sanne,24.09.2019,C1,control,Sca_och,future,10.5,1,0.9,2,43,40,,,,579,1
2_5,Martin,26.08.2019,C1,control,Sca_och,future,20,1.1,1,2,47,40,,,,555,
2_5,Martin,26.08.2019,C1,control,Sca_och,future,23,0.9,0.8,1,53,43,,,,556,
2_5,Martin,01.10.2019,C2,control,Sca_och,future,9,0.8,0.9,1,39,27,,,,526,
2_5,Garp,02.09.2019,C2,control,Sca_och,future,11,1,0.9,2,42,39,,,,2245,
2_5,Garp,02.09.2019,C2,control,Sca_och,future,41,0.9,0.7,3,55,32,,,,2244,
2_5,Julia,11.10.2019,C2,control,Sca_och,future,24,0.6,0.4,1,38,4,,,,1473,
2_5,Andreas,12.08.2019,C2,control,Sca_och,future,16,0.5,0.8,1,5,5,,,,1994,
2_5,Eleonore,12.09.2019,C2,control,Sca_och,future,22,0.8,0.8,1,41,36,,,,677,1
2_5,Julia,16.08.2019,C2,control,Sca_och,future,15,0.5,0.5,1,61,0,,,,875,
2_5,Garp,17.10.2019,C2,control,Sca_och,future,34.5,1,0.8,1,48,43,,,,1750,
2_5,Garp,18.09.2019,C2,control,Sca_och,future,31,1.1,0.9,3,59,51,,,,1876,
2_5,Garp,18.09.2019,C2,control,Sca_och,future,26,1.1,0.8,1,53,48,,,,1874,
2_5,Garp,18.09.2019,C2,control,Sca_och,future,7,0.8,0.7,2,43,40,,,,1875,
2_5,Julia,22.08.2019,C2,control,Sca_och,future,5,1,0.9,1,49,28,,,cap flat,901,
2_5,Garp,24.09.2019,C2,control,Sca_och,future,10.5,0.6,0.6,2,41,36,,,,2214,
2_5,Martin,26.08.2019,C2,control,Sca_och,future,36,0.8,0.7,1,50,20,,,,524,
2_5,Martin,27.08.2019,C2,control,Sca_och,future,12,0.8,0.7,1,43,39,,,,305,
2_5,Valentin,01.10.2019,C4,control,Sca_och,future,20,0.7,,2,46,44,,,flat,605,1
2_5,Garp,02.09.2019,C4,control,Sca_och,future,25,1.3,0.9,1,54,36,,,,2104,
2_5,Garp,02.09.2019,C4,control,Sca_och,future,10,1,0.8,3,47,42,,,,2102,
2_5,Garp,02.09.2019,C4,control,Sca_och,future,24,0.9,0.7,2,54,53,,,,2103,
2_5,Valentin,07.11.2019,C4,control,Sca_och,future,24,0.8,0.7,1,47,25,,,,1081,
2_5,Julia,11.10.2019,C4,control,Sca_och,future,11,0.9,0.8,1,48,46,,,,1568,
2_5,Julia,11.10.2019,C4,control,Sca_och,future,22,0.7,0.7,2,43,36,,,,1569,
2_5,Garp,18.09.2019,C4,control,Sca_och,future,20,0.7,0.6,1,45,42,,,,1870,
2_5,Julia,22.08.2019,C4,control,Sca_och,future,14,1.1,1,1,46,38,,,1 seed not yet,925,
2_5,Martin,27.08.2019,C4,control,Sca_och,future,23,0.9,0.8,1,55,35,,,,416,
2_5,Michael,01.10.2019,S1,supplement,Sca_och,future,5,1,0.9,1,49,24,,,flat,609,1
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,20,1.1,0.9,1,51,41,,,,1632,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,36,1,0.9,3,53,46,,,,1634,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,28.5,1,0.9,4,53,37,,,,1635,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,35,1,0.9,5,29,22,,,,1638,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,29,0.9,0.9,8,40,27,,,,1639,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,37,1.1,0.8,6,50,39,,,,1636,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,40,0.8,0.7,7,51,39,,,,1637,
2_5,Garp,02.09.2019,S1,supplement,Sca_och,future,25,0.7,0.7,2,47,36,,,,1633,
2_5,Garp,04.09.2019,S1,supplement,Sca_och,future,27,1,0.8,1,51,38,,,,2082,
2_5,Garp,04.09.2019,S1,supplement,Sca_och,future,21.5,1,0.8,2,53,39,,,,2083,
2_5,Garp,04.09.2019,S1,supplement,Sca_och,future,33.5,0.9,0.8,3,62,48,,,,2084,
2_5,Julia,07.10.2019,S1,supplement,Sca_och,future,30,0.8,0.8,1,37,29,,,,1598,
2_5,Martin,07.11.2019,S1,supplement,Sca_och,future,27,1,0.9,1,36,35,,,,772,
2_5,Julia,11.10.2019,S1,supplement,Sca_och,future,20,0.9,0.8,1,41,27,,,,1470,
2_5,Julia,11.10.2019,S1,supplement,Sca_och,future,20,0.8,0.8,3,38,15,,,,1471,
2_5,Julia,11.10.2019,S1,supplement,Sca_och,future,23,0.8,0.7,2,39,25,,,,1469,
2_5,Julia,17.10.2019,S1,supplement,Sca_och,future,10.5,1,1.1,8,34,27,,,,1307,
2_5,Garp,17.10.2019,S1,supplement,Sca_och,future,16.5,1.2,1,6,51,40,,,,1814,
2_5,Garp,17.10.2019,S1,supplement,Sca_och,future,22,1,0.9,2,36,21,,,,1820,
2_5,Garp,17.10.2019,S1,supplement,Sca_och,future,29,1,0.8,4,41,25,,,,1818,
2_5,Garp,17.10.2019,S1,supplement,Sca_och,future,13,0.9,0.8,5,34,16,,,,1817,
2_5,Julia,17.10.2019,S1,supplement,Sca_och,future,28,0.8,0.8,9,36,33,,,,1306,
2_5,Garp,17.10.2019,S1,supplement,Sca_och,future,33,0.8,0.7,3,38,30,,,,1819,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,22,1,0.9,7,48,40,,,,325,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,31,1,0.9,9,47,36,,,,327,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,28,0.9,0.9,6,45,33,,,,324,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,16,1.1,0.8,2,46,33,,,,320,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,29,1.1,0.8,3,54,36,,,,321,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,37,0.9,0.8,10,54,43,,,,328,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,35,0.8,0.8,5,46,32,,,,323,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,19,0.8,0.7,8,52,35,,,,326,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,26,0.7,0.7,4,34,24,,,,322,
2_5,Garp,18.09.2019,S1,supplement,Sca_och,future,8,,,1,47,39,,,,319,
2_5,Julia,22.08.2019,S1,supplement,Sca_och,future,35,0.9,0.9,3,48,34,,,flat,905,
2_5,Julia,22.08.2019,S1,supplement,Sca_och,future,7,0.9,0.8,4,49,41,,,flat,904,
2_5,Julia,22.08.2019,S1,supplement,Sca_och,future,23,0.9,0.8,2,54,46,,,,906,
2_5,Julia,22.08.2019,S1,supplement,Sca_och,future,19,0.9,0.8,1,58,31,,,,907,
2_5,Sarah,24.09.2019,S1,supplement,Sca_och,future,18,0.9,1,1,44,41,,,,622,1
2_5,Garp,24.09.2019,S1,supplement,Sca_och,future,28,1,0.9,5,42,37,,,,1856,
2_5,Garp,24.09.2019,S1,supplement,Sca_och,future,13.5,1,0.9,8,42,38,,,,1860,
2_5,Sarah,24.09.2019,S1,supplement,Sca_och,future,13,0.9,0.9,3,43,39,,,,621,1
2_5,Garp,24.09.2019,S1,supplement,Sca_och,future,6,0.9,0.9,9,44,39,,,,1861,
2_5,Sarah,24.09.2019,S1,supplement,Sca_och,future,18.5,0.9,0.8,2,45,38,,,,620,1
2_5,Garp,24.09.2019,S1,supplement,Sca_och,future,12.5,0.8,0.8,4,45,38,,,,1855,
2_5,Garp,24.09.2019,S1,supplement,Sca_och,future,25.5,0.8,0.7,6,46,39,,,,1854,
2_5,Martin,27.08.2019,S1,supplement,Sca_och,future,34,0.9,0.8,1,51,41,,,,249,
2_5,Martin,27.08.2019,S1,supplement,Sca_och,future,25,0.9,0.8,2,45,43,,,lost some seeds I think,250,
2_5,Martin,27.08.2019,S1,supplement,Sca_och,future,21,0.9,0.8,3,50,43,,,,251,
2_5,Martin,28.10.2019,S1,supplement,Sca_och,future,34,1.1,1.1,1,40,40,,,flat,819,
2_5,Martin,28.10.2019,S1,supplement,Sca_och,future,28,1,1,2,44,42,,,flat,822,
2_5,Martin,28.10.2019,S1,supplement,Sca_och,future,26,1,0.9,3,44,43,,,flat,422,
2_5,Michael,01.10.2019,S2,supplement,Sca_och,future,16,0.9,0.6,1,40,28,,,a few seeds missing,610,1
2_5,Julia,07.10.2019,S2,supplement,Sca_och,future,14,0.8,0.8,2,42,33,,,,1623,
2_5,Julia,11.10.2019,S2,supplement,Sca_och,future,23.5,0.5,0.6,1,36,0,,,,1607,
2_5,Julia,16.08.2019,S2,supplement,Sca_och,future,20,0.7,0.6,1,54,38,,,,872,
2_5,Julia,16.08.2019,S2,supplement,Sca_och,future,22,0.6,0.6,2,61,0,,,,871,
