plot,counter,date,individual,treatment,species,climate,height,capsule height,diameter,seedcapsule,seed_count,viable,organzabag_size,first seedcap,comment,entered,Labmeeting
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,52,1.2,0.8,9,71,0,,,,1036,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,16.5,1.2,0.8,4,64,0,,,,1038,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,22,1,0.8,13,50,43,,,,1028,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,33,1,0.8,1,71,0,,,,1041,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,24,0.9,0.7,11,73,2,,,,1031,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,31,0.8,0.7,3,68,0,,,,1039,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,26,0.8,0.7,2,50,0,,,,1040,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,16,1,0.6,5,56,2,,,,1037,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,24.5,0.8,0.6,12,57,54,,,,1029,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,38.5,0.7,0.6,6,57,0,,,,1032,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,30,0.6,0.6,15,65,0,,,,1030,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,36.5,0.6,0.6,10,62,0,,,,1034,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,30,0.6,0.5,7,53,0,,,,1033,
5_5,Demetra,26.09.2019,S4,supplement,Sca_och,ambient,26.5,0.5,0.5,8,62,0,,,,1035,
5_5,Martin,28.08.2019,S4,supplement,Sca_och,ambient,15,1.2,0.8,11,67,62,,,,91,
5_5,Martin,28.08.2019,S4,supplement,Sca_och,ambient,20,1.1,0.8,12,65,63,,,lost seeds,89,
5_5,Martin,28.08.2019,S4,supplement,Sca_och,ambient,21,0.9,0.8,8,65,55,,,,93,
5_5,Martin,28.08.2019,S4,supplement,Sca_och,ambient,25,1,0.6,9,63,57,,,,92,
5_5,Martin,28.08.2019,S4,supplement,Sca_och,ambient,25,0.9,0.5,10,51,16,,,,90,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,22,1,1.3,9,62,62,,,,1177,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,23.5,1,1.2,5,71,71,,,,1184,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,28.5,1.4,1,1,71,71,,,,1181,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,24,1.1,1,4,62,56,,,,1185,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,26,1,1,3,58,58,,,,1182,
5_5,Sanne,29.10.2019,S4,supplement,Sca_och,ambient,34,1.1,0.9,8,63,52,,,,1228,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,34,0.8,0.9,2,55,53,,,,1183,
5_5,Sanne,29.10.2019,S4,supplement,Sca_och,ambient,10,1,0.8,10,64,32,,,,1229,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,26.5,0.9,0.8,6,49,48,,,,1180,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,40,0.8,0.8,11,74,71,,,,1178,
5_5,Jared,29.10.2019,S4,supplement,Sca_och,ambient,39,1,0.5,7,69,69,,,,1179,
6_3,Garp,04.09.2019,C1,control,Sca_och,future,24,0.9,1,1,48,48,,,,2112,
6_3,Garp,04.09.2019,C1,control,Sca_och,future,27,1,0.8,2,53,48,,,,2113,
6_3,Julia,07.10.2019,C1,control,Sca_och,future,22,0.9,0.8,1,47,44,,,,1614,
6_3,Julia,07.10.2019,C1,control,Sca_och,future,18,0.7,0.7,2,48,45,,,,1622,
6_3,Julia,10.10.2019,C1,control,Sca_och,future,24,0.4,0.5,1,34,0,,,,1169,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,30,1.4,,1,53,53,,,,275,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,23,1.1,,2,43,43,,,,276,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,29,1.1,,3,56,55,,,,277,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,27,1.1,,5,49,47,,,,279,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,29,1,,4,54,54,,,,278,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,22,1,,7,39,35,,,,281,
6_3,Christian,13.09.2019,C1,control,Sca_och,future,24,0.9,,6,44,43,,,,280,
6_3,Julia,17.10.2019,C1,control,Sca_och,future,28.5,0.8,0.8,1,51,28,,,,1157,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,20,0.9,0.8,1,45,44,,,,2232,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,26,0.9,0.8,2,39,38,,,,2233,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,28,0.8,0.8,8,43,37,,,,2235,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,25.5,0.7,0.8,3,50,49,,,,2236,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,31,0.7,0.8,4,51,47,,,,2238,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,25,0.8,0.7,5,56,54,,,,2239,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,29,0.6,0.6,6,46,35,,,,2237,
6_3,Garp,19.09.2019,C1,control,Sca_och,future,26,0.5,0.6,7,38,0,,,,2234,
6_3,Garp,23.08.2019,C1,control,Sca_och,future,26,1.1,0.9,2,45,43,,,,2284,
6_3,Garp,23.08.2019,C1,control,Sca_och,future,33,0.9,0.8,1,43,42,,,,2285,
6_3,Garp,23.08.2019,C1,control,Sca_och,future,29,0.8,0.8,3,55,52,,,,2283,
6_3,Tiffany,26.09.2019,C1,control,Sca_och,future,26.5,0.9,0.8,1,52,45,,,,695,1
6_3,Garp,26.09.2019,C1,control,Sca_och,future,23,0.9,0.8,3,40,40,,,,1928,
6_3,Sarah,26.09.2019,C1,control,Sca_och,future,23,0.7,0.8,4,39,39,,,,626,1
6_3,Julia,26.09.2019,C1,control,Sca_och,future,20,0.7,0.7,2,41,37,,,,672,1
6_3,Johan,26.09.2019,C1,control,Sca_och,future,37,0.6,0.6,5,53,0,,,,669,1
6_3,Martin,29.08.2019,C1,control,Sca_och,future,40,1,0.9,2,51,51,,,,134,
6_3,Martin,29.08.2019,C1,control,Sca_och,future,29,1,0.8,1,45,45,,,,95,
6_3,Martin,29.08.2019,C1,control,Sca_och,future,31,0.8,0.7,3,46,46,,,,135,
6_3,Martin,29.10.2019,C1,control,Sca_och,future,36,0.8,1,1,44,35,,,,804,
6_3,Jared,29.10.2019,C1,control,Sca_och,future,30,1.1,0.8,5,45,38,,,,744,1
6_3,Jared,29.10.2019,C1,control,Sca_och,future,26,0.8,0.7,3,43,40,,,,747,1
6_3,Jared,29.10.2019,C1,control,Sca_och,future,27,0.7,0.7,4,47,30,,,flat,745,1
6_3,Julia,07.11.2019,C2,control,Sca_och,future,40.5,0.9,0.8,3,78,70,,,,673,1
6_3,Julia,07.11.2019,C2,control,Sca_och,future,31.5,0.8,0.8,2,66,29,,,,676,1
6_3,Valentin,07.11.2019,C2,control,Sca_och,future,28,0.8,0.6,1,96,21,,,,1075,
6_3,Julia,10.10.2019,C2,control,Sca_och,future,25,0.8,0.7,1,73,35,,,,1331,
6_3,Martin,17.10.2019,C2,control,Sca_och,future,29,0.9,0.8,1,87,49,,,,429,
6_3,Martin,19.09.2019,C2,control,Sca_och,future,37,0.8,0.7,2,65,59,,,maybe only 56 viable,542,
6_3,Martin,19.09.2019,C2,control,Sca_och,future,33.5,0.8,0.7,1,75,57,,,,543,
6_3,Martin,19.09.2019,C2,control,Sca_och,future,30.5,0.5,0.5,3,85,0,,,,541,
6_3,Martin,29.08.2019,C2,control,Sca_och,future,36,1,0.8,1,70,63,,,,110,
6_3,Martin,01.10.2019,C4,control,Sca_och,future,21.5,0.7,0.7,2,34,29,,,,546,
6_3,Martin,01.10.2019,C4,control,Sca_och,future,14.5,0.6,0.5,1,40,36,,,,547,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,21,1.2,0.9,6,48,45,,,,2115,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,30,1.1,0.9,3,52,52,,,,2118,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,27,0.9,0.9,4,47,43,,,,2117,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,25,1,0.8,7,52,45,,,,2114,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,25,1,0.8,5,46,42,,,,2116,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,21,1,0.8,2,43,42,,,,2119,
6_3,Garp,04.09.2019,C4,control,Sca_och,future,21,0.9,0.7,1,48,46,,,,2120,
6_3,Julia,07.10.2019,C4,control,Sca_och,future,18,0.7,0.7,1,41,36,,,,1616,
6_3,Martin,07.11.2019,C4,control,Sca_och,future,24,0.9,0.7,1,36,34,,,,754,
6_3,Martin,07.11.2019,C4,control,Sca_och,future,19,0.7,0.5,2,41,33,,,,768,
6_3,Julia,10.10.2019,C4,control,Sca_och,future,22.5,0.7,0.7,1,39,35,,,,1612,
6_3,Julia,10.10.2019,C4,control,Sca_och,future,22,0.6,0.6,3,44,0,,,,1608,
6_3,Christian,13.09.2019,C4,control,Sca_och,future,23,1.3,,1,52,51,,,,269,
6_3,Christian,13.09.2019,C4,control,Sca_och,future,25,1.3,,2,50,41,,,,270,
6_3,Christian,13.09.2019,C4,control,Sca_och,future,25,1.3,,3,49,44,,,,271,
6_3,Christian,13.09.2019,C4,control,Sca_och,future,20,1.2,,5,46,40,,,,273,
6_3,Christian,13.09.2019,C4,control,Sca_och,future,22,1.1,,4,42,40,,,,272,
6_3,Christian,13.09.2019,C4,control,Sca_och,future,22,1,,6,50,43,,,,274,
6_3,Martin,17.10.2019,C4,control,Sca_och,future,24,0.8,0.8,3,37,30,,,,430,
6_3,Martin,17.10.2019,C4,control,Sca_och,future,15,1,0.7,4,43,38,,,,434,
6_3,Martin,17.10.2019,C4,control,Sca_och,future,18,0.8,0.7,1,41,37,,,,431,
6_3,Martin,17.10.2019,C4,control,Sca_och,future,18,0.7,0.6,5,42,37,,,,432,
6_3,Martin,17.10.2019,C4,control,Sca_och,future,20,0.7,0.6,2,41,30,,,,433,
6_3,Garp,19.09.2019,C4,control,Sca_och,future,20,1,0.9,2,48,41,,,,2228,
6_3,Garp,19.09.2019,C4,control,Sca_och,future,19,1,0.8,5,50,48,,,,2231,
6_3,Garp,19.09.2019,C4,control,Sca_och,future,20,0.8,0.7,1,41,35,,,,2227,
6_3,Garp,19.09.2019,C4,control,Sca_och,future,20.5,0.7,0.7,4,47,42,,,,2230,
6_3,Garp,19.09.2019,C4,control,Sca_och,future,21,0.7,0.6,3,43,35,,,,2229,
6_3,Julia,20.08.2019,C4,control,Sca_och,future,26,0.8,0.8,1,42,30,,,,912,
6_3,Julia,23.08.2019,C4,control,Sca_och,future,27,0.6,0.8,3,29,26,,,,1159,
6_3,Julia,23.08.2019,C4,control,Sca_och,future,31,0.8,0.7,2,49,45,,,,1160,
6_3,Julia,23.08.2019,C4,control,Sca_och,future,35,,,1,53,36,,,,1161,
6_3,Martin,26.09.2019,C4,control,Sca_och,future,17.5,0.8,0.8,4,47,37,,,,805,
6_3,Martin,26.09.2019,C4,control,Sca_och,future,24,1,0.7,1,48,40,,,,61,
6_3,Jared,26.09.2019,C4,control,Sca_och,future,18,0.8,0.7,5,37,37,,,,727,1
6_3,Lara,26.09.2019,C4,control,Sca_och,future,22,0.8,0.6,3,34,29,,,,687,1
6_3,Martin,26.09.2019,C4,control,Sca_och,future,22,0.7,0.6,2,41,39,,,,795,
6_3,Martin,29.08.2019,C4,control,Sca_och,future,30,1,0.8,1,52,49,,,,131,
6_3,Martin,29.08.2019,C4,control,Sca_och,future,26,0.7,0.7,3,48,44,,,,77,
6_3,Garp,04.09.2019,S1,supplement,Sca_och,future,25,0.8,0.9,3,45,31,,,,2216,
6_3,Garp,04.09.2019,S1,supplement,Sca_och,future,20,0.9,0.8,2,39,33,,,,2217,
6_3,Garp,04.09.2019,S1,supplement,Sca_och,future,24,0.8,0.8,1,23,8,,,,2218,
6_3,Garp,04.09.2019,S1,supplement,Sca_och,future,22,0.5,0.5,4,42,36,,,,2215,
6_3,Julia,07.10.2019,S1,supplement,Sca_och,future,20,0.8,0.8,3,45,40,,,,1613,
6_3,Julia,07.10.2019,S1,supplement,Sca_och,future,22,0.8,0.8,2,40,39,,,,1615,
6_3,Julia,07.10.2019,S1,supplement,Sca_och,future,21,0.8,0.8,1,45,42,,,,1621,
6_3,Garp,07.11.2019,S1,supplement,Sca_och,future,22,0.7,0.6,1,44,15,,,,1942,
6_3,Julia,10.10.2019,S1,supplement,Sca_och,future,22,0.8,0.8,1,43,38,,,,1515,
6_3,Julia,10.10.2019,S1,supplement,Sca_och,future,30,0.8,0.8,5,50,28,,,,1518,
6_3,Julia,10.10.2019,S1,supplement,Sca_och,future,18,0.8,0.8,6,42,27,,,,1525,
6_3,Julia,10.10.2019,S1,supplement,Sca_och,future,13,0.9,0.7,3,42,32,,,flat,1524,
6_3,Julia,10.10.2019,S1,supplement,Sca_och,future,23,0.7,0.7,2,50,50,,,,1510,
6_3,Julia,10.10.2019,S1,supplement,Sca_och,future,17,0.6,0.7,4,44,38,,,,1511,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,27,0.9,1,4,40,36,,,,1048,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,20,0.9,1,2,40,38,,,,1056,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,29,0.8,0.9,9,50,45,,,,1051,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,22,0.8,0.8,3,43,31,,,,1049,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,22,0.7,0.8,8,41,37,,,,1050,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,20,0.7,0.8,1,38,31,,,,1055,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,25,0.7,0.7,5,39,29,,,,1053,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,16.5,0.6,0.7,10,41,15,,,,1054,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,18.5,0.6,0.6,7,38,0,,,,1052,
6_3,Sarah,13.09.2019,S1,supplement,Sca_och,future,25,0.5,0.5,6,47,0,,,,1047,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,13.5,1.1,1,4,42,25,,,,1675,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,22.5,0.9,0.8,3,51,26,,,,1676,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,23,0.9,0.8,2,42,28,,,,1677,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,30.5,0.8,0.8,6,56,41,,,,1673,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,19,0.8,0.8,1,42,27,,,,1678,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,18,0.9,0.7,5,45,34,,,,1674,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,22,0.8,0.7,7,41,29,,,,1672,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,23,0.7,0.6,8,45,7,,,,1671,
6_3,Garp,17.10.2019,S1,supplement,Sca_och,future,30.5,0.5,0.5,9,47,1,,,,1670,
6_3,Garp,19.09.2019,S1,supplement,Sca_och,future,28,0.6,0.6,8,44,27,,,,2240,
6_3,Garp,19.09.2019,S1,supplement,Sca_och,future,23,0.6,0.6,9,41,40,,,,2241,
6_3,Martin,29.08.2019,S1,supplement,Sca_och,future,28,0.7,0.7,1,39,37,,,,136,
6_3,Christopher,29.10.2019,S1,supplement,Sca_och,future,23,0.9,0.8,1,39,20,,,,1419,
6_3,Martin,01.10.2019,S2,supplement,Sca_och,future,24.5,0.6,0.6,1,57,52,,,,553,
6_3,Garp,02.09.2019,S2,supplement,Sca_och,future,27,0.9,0.9,1,48,34,,,,2110,
6_3,Garp,02.09.2019,S2,supplement,Sca_och,future,31,0.9,0.8,2,51,40,,,,2111,
6_3,Julia,07.10.2019,S2,supplement,Sca_och,future,13,0.9,0.8,1,58,19,,,,1619,
6_3,Julia,07.11.2019,S2,supplement,Sca_och,future,25,1,0.9,1,59,0,,,,675,1
6_3,Julia,10.10.2019,S2,supplement,Sca_och,future,20,0.6,0.6,1,58,0,,,,1174,
6_3,Garp,13.09.2019,S2,supplement,Sca_och,future,29,1.1,0.9,1,48,33,,,,2290,
6_3,Garp,13.09.2019,S2,supplement,Sca_och,future,28.5,0.8,0.8,2,46,32,,,,2289,
6_3,Jared,17.10.2019,S2,supplement,Sca_och,future,20,0.7,0.7,1,64,0,,,,740,1
6_3,Martin,19.09.2019,S2,supplement,Sca_och,future,17,1,0.9,4,53,24,,,,1353,
6_3,Garp,19.09.2019,S2,supplement,Sca_och,future,29,0.8,0.8,2,57,32,,,,2225,
6_3,Garp,19.09.2019,S2,supplement,Sca_och,future,25.5,0.8,0.8,1,49,30,,,,2226,
6_3,Garp,19.09.2019,S2,supplement,Sca_och,future,29,0.7,0.7,3,53,37,,,,2224,
6_3,Martin,19.09.2019,S2,supplement,Sca_och,future,26.5,0.5,0.6,5,50,0,,,,1354,
6_3,Garp,26.09.2019,S2,supplement,Sca_och,future,26.5,0.7,0.7,1,55,47,,,,1828,
6_3,Martin,26.09.2019,S2,supplement,Sca_och,future,22,0.7,0.6,2,52,0,,,,1427,
6_3,Martin,29.08.2019,S2,supplement,Sca_och,future,22,0.9,0.9,1,41,30,,,,129,
6_3,Martin,29.08.2019,S2,supplement,Sca_och,future,27,0.8,0.6,2,46,31,,,,130,
6_3,Ami,29.10.2019,S2,supplement,Sca_och,future,26,0.9,1,2,58,49,,,,1346,
6_3,Martin,29.10.2019,S2,supplement,Sca_och,future,24,1,0.9,1,55,49,,,,435,
6_3,Martin,19.09.2019,S3,supplement,Sca_och,future,16,0.6,0.7,2,33,28,,,,544,
6_3,Martin,19.09.2019,S3,supplement,Sca_och,future,20.5,1,0.6,1,38,33,,,,545,
6_3,Martin,23.10.2019,S3,supplement,Sca_och,future,21,0.6,0.7,1,31,25,,,was flat from bag,419,
6_3,Martin,29.08.2019,S3,supplement,Sca_och,future,27,0.9,0.7,1,36,34,,,,94,
6_3,Martin,01.10.2019,S4,supplement,Sca_och,future,18,1,0.8,3,48,40,,,,550,
6_3,Martin,01.10.2019,S4,supplement,Sca_och,future,18,0.7,0.7,1,58,42,,,,552,
6_3,Martin,01.10.2019,S4,supplement,Sca_och,future,16,0.5,0.5,4,36,31,,,flat,549,
6_3,Garp,02.09.2019,S4,supplement,Sca_och,future,25,1.2,0.9,3,55,52,,,,2107,
6_3,Garp,02.09.2019,S4,supplement,Sca_och,future,23,1,0.8,1,46,43,,,,2109,
6_3,Garp,02.09.2019,S4,supplement,Sca_och,future,22,0.9,0.8,2,56,44,,,,2108,
6_3,Julia,10.10.2019,S4,supplement,Sca_och,future,16.5,0.8,0.7,1,50,44,,,,1531,
6_3,Julia,10.10.2019,S4,supplement,Sca_och,future,18,0.4,0.4,2,40,0,,,,1593,
6_3,Garp,13.09.2019,S4,supplement,Sca_och,future,24.5,,,3,63,46,,,,2286,
6_3,Garp,13.09.2019,S4,supplement,Sca_och,future,23,1,0.8,2,61,58,,,,2287,
6_3,Garp,13.09.2019,S4,supplement,Sca_och,future,22.5,0.9,0.8,1,59,50,,,,2288,
6_3,Martin,17.10.2019,S4,supplement,Sca_och,future,23,0.8,0.7,2,67,53,,,,426,
6_3,Julia,17.10.2019,S4,supplement,Sca_och,future,13,0.5,0.5,1,42,4,,,,1298,
6_3,Garp,19.09.2019,S4,supplement,Sca_och,future,23,0.9,0.9,2,72,60,,,,2190,
6_3,Garp,19.09.2019,S4,supplement,Sca_och,future,21.5,0.9,0.8,3,57,43,,,,2186,
6_3,Garp,19.09.2019,S4,supplement,Sca_och,future,17.5,0.8,0.6,4,45,36,,,,2189,
6_3,Garp,19.09.2019,S4,supplement,Sca_och,future,17,0.6,0.6,5,52,47,,,,2187,
6_3,Garp,19.09.2019,S4,supplement,Sca_och,future,18,0.6,0.6,1,61,47,,,,2191,
6_3,Garp,19.09.2019,S4,supplement,Sca_och,future,16.5,0.5,0.6,6,41,35,,,,2188,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,21,1,0.9,2,52,42,,,,950,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,18,1,0.8,3,48,44,,,,893,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,17.5,1,0.8,3,52,47,,,cap flat,909,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,18,0.9,0.7,4,68,64,,,cap flat,952,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,23.5,0.8,0.6,1,67,56,,,cap flat,949,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,18,0.6,0.6,6,47,39,,,,953,
6_3,Julia,20.08.2019,S4,supplement,Sca_och,future,14.5,0.4,0.5,5,24,11,,,,951,
6_3,Martin,29.08.2019,S4,supplement,Sca_och,future,22,1.1,0.9,1,63,58,,,,128,
6_3,Martin,29.08.2019,S4,supplement,Sca_och,future,23,1,0.9,2,48,45,,,,127,
6_3,Martin,29.08.2019,S4,supplement,Sca_och,future,19,0.7,0.6,4,41,37,,,,126,
7_2,Garp,05.09.2019,C1,control,Sca_och,future,25,1.1,0.9,1,59,55,,,,2125,
7_2,Garp,05.09.2019,C1,control,Sca_och,future,31,1.2,0.8,2,60,59,,,,2124,
7_2,Garp,05.09.2019,C1,control,Sca_och,future,37,1,0.8,3,60,55,,,,2123,
7_2,Garp,05.09.2019,C1,control,Sca_och,future,27,0.8,0.7,4,57,56,,,,2122,
7_2,Garp,05.09.2019,C1,control,Sca_och,future,20,0.8,0.6,5,56,55,,,,2121,
7_2,Neeraja,07.10.2019,C1,control,Sca_och,future,21,1.1,0.9,1,45,43,,,,1188,
7_2,Martin,07.11.2019,C1,control,Sca_och,future,31.5,0.7,0.7,1,47,43,,,,773,
7_2,Julia,10.10.2019,C1,control,Sca_och,future,32,0.9,0.9,1,56,53,,,,1516,
7_2,Martin,13.09.2019,C1,control,Sca_och,future,25.5,1.2,0.9,1,70,62,,,,782,
7_2,Martin,13.09.2019,C1,control,Sca_och,future,34,1.1,0.9,4,58,55,,,,783,
7_2,Andreas,13.09.2019,C1,control,Sca_och,future,20.5,1,0.8,2,60,60,,,,2061,
7_2,Julia,16.08.2019,C1,control,Sca_och,future,25,0.7,0.9,2,61,61,,,,887,
7_2,Julia,16.08.2019,C1,control,Sca_och,future,33.5,0.8,0.7,1,58,58,,,cap flat,946,
7_2,Martin,17.10.2019,C1,control,Sca_och,future,26.5,1,0.9,2,47,40,,,,423,
7_2,Julia,17.10.2019,C1,control,Sca_och,future,27.5,0.7,0.7,1,46,36,,,,1302,
7_2,Julia,17.10.2019,C1,control,Sca_och,future,27.5,0.7,0.7,3,53,30,,,,1310,
7_2,Martin,19.09.2019,C1,control,Sca_och,future,16,1,0.9,1,57,55,,,,1358,
7_2,Martin,19.09.2019,C1,control,Sca_och,future,29.5,1,0.8,4,54,48,,,,1359,
7_2,Garp,19.09.2019,C1,control,Sca_och,future,28.5,0.9,0.8,5,57,55,,,,2211,
7_2,Martin,19.09.2019,C1,control,Sca_och,future,18,0.8,0.8,2,51,51,,,,1362,
7_2,Martin,19.09.2019,C1,control,Sca_och,future,25,0.9,0.7,3,62,62,,,,1355,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,43,0.9,1,7,49,33,,,,1480,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,33,0.9,1,10,52,50,,,,1481,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,22,0.9,1,11,47,46,,,,1482,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,27,0.9,1,12,44,37,,,,1483,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,27,1.1,0.9,6,50,47,,,,1492,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,26,1.1,0.9,5,45,42,,,,1493,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,31,1.1,0.9,1,67,62,,,,1497,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,34,1,0.9,9,51,49,,,,1478,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,34,1,0.9,2,48,48,,,,1496,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,26,0.9,0.9,1,48,29,,,,1322,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,43,0.9,0.8,8,48,28,,,,1479,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,45,0.8,0.8,3,51,37,,,,1495,
7_2,Julia,24.08.2019,C1,control,Sca_och,future,23,0.6,0.6,4,53,20,,,,1494,
7_2,Sanne,26.09.2019,C1,control,Sca_och,future,25.5,0.8,0.8,2,48,2,,,flat,585,1
7_2,Garp,26.09.2019,C1,control,Sca_och,future,34.5,0.8,0.8,1,55,41,,,,1831,
7_2,Garp,26.09.2019,C1,control,Sca_och,future,27.5,0.8,0.7,4,53,49,,,,1833,
7_2,Garp,26.09.2019,C1,control,Sca_och,future,26.5,0.7,0.6,3,56,5,,,,1832,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,28,1.2,0.9,5,59,55,,,,85,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,29,1.1,0.9,2,57,52,,,,82,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,28,1,0.9,5,62,58,,,,86,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,35,1.1,0.8,3,63,60,,,,83,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,31,0.9,0.8,7,53,53,,,,133,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,24,1,0.7,6,42,40,,,,84,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,31.5,0.9,0.7,1,43,42,,,,81,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,31,0.5,0.6,8,45,36,,,,122,
7_2,Martin,29.08.2019,C1,control,Sca_och,future,27,,,6,49,46,,,"not measured, flat because of bag",121,
7_2,Garp,05.09.2019,C2,control,Sca_och,future,39,1,0.9,5,62,57,,,,2133,
7_2,Garp,05.09.2019,C2,control,Sca_och,future,27,1,0.9,3,42,40,,,,2135,
7_2,Garp,05.09.2019,C2,control,Sca_och,future,36,1,0.9,1,53,52,,,,2137,
7_2,Garp,05.09.2019,C2,control,Sca_och,future,33,1.1,0.8,4,42,39,,,,2134,
7_2,Garp,05.09.2019,C2,control,Sca_och,future,30,1,0.8,2,48,47,,,,2136,
7_2,Garp,05.09.2019,C2,control,Sca_och,future,32,0.9,0.7,6,47,47,,,,2132,
7_2,Julia,07.10.2019,C2,control,Sca_och,future,14,1,0.9,3,56,36,,,,1604,
7_2,Julia,07.10.2019,C2,control,Sca_och,future,30,0.8,0.7,1,47,21,,,,1601,
7_2,Julia,07.10.2019,C2,control,Sca_och,future,28,0.8,0.6,2,41,17,,,,1600,
7_2,Julia,10.10.2019,C2,control,Sca_och,future,29,0.9,0.8,1,60,51,,,,1529,
7_2,Julia,10.10.2019,C2,control,Sca_och,future,31,0.6,0.7,3,55,0,,,,1328,
7_2,Julia,10.10.2019,C2,control,Sca_och,future,34.5,0.6,0.6,2,54,0,,,,1325,
7_2,Christian,13.09.2019,C2,control,Sca_och,future,21,1.3,,3,45,39,,,,185,
7_2,Christian,13.09.2019,C2,control,Sca_och,future,29,1.2,,2,40,32,,,,184,
7_2,Christian,13.09.2019,C2,control,Sca_och,future,26,1.1,,4,46,15,,,,186,
